,CN,O,C,businessCategory,serialNumber,juristiction,issuer_CN,issuer_O,expired,notBefore,notAfter,verCode,time_collected
246,www.knauf.fr,,,,,,R3,Let's Encrypt,False,b'20210425131124Z',b'20210724131124Z',0,1620575812.3775313
247,hive.one,,,,,,R3,Let's Encrypt,False,b'20210504162634Z',b'20210802162634Z',0,1620575812.5284216
248,websavers.ca,,,,,,R3,Let's Encrypt,False,b'20210504094611Z',b'20210802094611Z',0,1620575812.9542377
250,lingro.com,,,,,,R3,Let's Encrypt,False,b'20210405124443Z',b'20210704124443Z',0,1620575814.180371
251,www.leeucollection.com,,,,,,R3,Let's Encrypt,False,b'20210313060541Z',b'20210611060541Z',0,1620575814.4101403
252,casastoantonio.com.br,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210410000000Z',b'20210709235959Z',0,1620575814.956684
254,tyr74.ru,,,,,,R3,Let's Encrypt,False,b'20210503145719Z',b'20210801145719Z',0,1620575816.0205126
255,www.parkeharrison.com,,,,,,R3,Let's Encrypt,False,b'20210416054150Z',b'20210715054150Z',0,1620575817.4877822
257,skateboarding.com,,,,,,R3,Let's Encrypt,False,b'20210502223616Z',b'20210731223616Z',0,1620575819.8302994
260,*.globefeed.com,,,,,,GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,False,b'20200823051418Z',b'20210923051418Z',0,1620575820.7969842
261,www.escuelascatolicas.es,,,,,,Don Dominio / MrDomain RSA DV CA,"Soluciones Corporativas IP, SL",False,b'20210430000000Z',b'20220531235959Z',0,1620575821.0880249
262,catalog.aquamarine.gold,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210117000000Z',b'20220216235959Z',0,1620575821.4921978
263,unitedwaybroward.org,,,,,,R3,Let's Encrypt,False,b'20210328082538Z',b'20210626082538Z',0,1620575821.7331452
264,hc-skipper.com,,,,,,R3,Let's Encrypt,False,b'20210313224620Z',b'20210611224620Z',0,1620575821.9210186
265,incapsula.com,Incapsula Inc,US,,,,GlobalSign CloudSSL CA - SHA256 - G3,GlobalSign nv-sa,False,b'20210429111258Z',b'20210629184728Z',0,1620575822.344364
266,www.wychavon.gov.uk,Wychavon District Council,GB,,,,GeoTrust RSA CA 2018,DigiCert Inc,False,b'20191205000000Z',b'20220305120000Z',0,1620575822.5601406
267,*.home.pl,,,,,,Certyfikat SSL,home.pl S.A.,False,b'20200702085325Z',b'20220702085325Z',0,1620575822.7399156
268,daymondjohn.com,,,,,,R3,Let's Encrypt,False,b'20210418134932Z',b'20210717134932Z',0,1620575823.713127
269,makeitbritish.co.uk,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210504000000Z',b'20210802235959Z',0,1620575823.8021724
271,casaruralantiga.com,,,,,,RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,False,b'20200928000000Z',b'20210929120000Z',0,1620575824.146538
273,www.evb-elbe-weser.de,,,,,,Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",False,b'20191021065741Z',b'20211120065741Z',0,1620575827.3721952
275,ugw.com.ua,,,,,,R3,Let's Encrypt,False,b'20210329063236Z',b'20210627063236Z',0,1620575829.842786
276,diamont.ee,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210223000000Z',b'20220223235959Z',21,1620575830.1067622
277,durbanfilmfest.co.za,,,,,,R3,Let's Encrypt,False,b'20210323200450Z',b'20210621200450Z',0,1620575831.0159662
278,*.nikeairmax-isc.co.uk,,,,,,R3,Let's Encrypt,False,b'20210314004424Z',b'20210612004424Z',0,1620575832.2667828
279,chicchiq.com,,,,,,R3,Let's Encrypt,False,b'20210415114116Z',b'20210714114116Z',0,1620575833.4047852
280,odealo.com,,,,,,R3,Let's Encrypt,False,b'20210222190200Z',b'20210523190200Z',0,1620575833.5406952
283,bestmobs.com,,,,,,R3,Let's Encrypt,False,b'20210411001244Z',b'20210710001244Z',0,1620575838.0671496
284,*.securedweb.co.uk,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20191129000000Z',b'20220302000000Z',0,1620575838.2143636
285,raycast.com,,,,,,R3,Let's Encrypt,False,b'20210312162951Z',b'20210610162951Z',0,1620575839.3688762
286,videoeta.com,Ingram Entertainment Inc,US,,,,Network Solutions OV Server CA 2,Network Solutions L.L.C.,False,b'20200929000000Z',b'20211030235959Z',0,1620575839.784102
287,strongmuseum.org,,,,,,R3,Let's Encrypt,False,b'20210413002507Z',b'20210712002507Z',0,1620575840.2675304
288,cluster007.hosting.ovh.net,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20201204000000Z',b'20211204235959Z',0,1620575840.366443
289,www.clickplayer.tv,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20201025000000Z',b'20211025235959Z',0,1620575840.4827447
290,catholicherald.org,,,,,,R3,Let's Encrypt,False,b'20210318162338Z',b'20210616162338Z',0,1620575841.885924
291,www.tarafdari.com,,,,,,R3,Let's Encrypt,False,b'20210410000323Z',b'20210709000323Z',0,1620575842.4336162
293,colnal.mx,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20191019012411Z',b'20211019012411Z',0,1620575843.4195254
294,piginfo.ru,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200305000000Z',b'20210603235959Z',0,1620575843.8430395
295,nimsuniversity.org,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20210407094829Z',b'20220407094829Z',0,1620575844.8562942
296,*.airvectors.net,,,,,,R3,Let's Encrypt,False,b'20210323133044Z',b'20210621133044Z',0,1620575845.4459472
297,helenachemical.com,,,,,,R3,Let's Encrypt,False,b'20210504040012Z',b'20210802040012Z',0,1620575846.9189515
298,*.oferty-kredytowe.pl,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,False,b'20200702000000Z',b'20210707120000Z',0,1620575847.2291021
299,tech-wonders.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210328000000Z',b'20220428235959Z',0,1620575847.9581373
300,www.cencherlelanas.com.ar,,,,,,R3,Let's Encrypt,False,b'20210426020321Z',b'20210725020321Z',0,1620575849.141126
301,*.aruba.it,Aruba S.p.A.,IT,,,,Actalis Organization Validated Server CA G3,Actalis S.p.A.,False,b'20200723123537Z',b'20220723123537Z',0,1620575849.4044166
302,ncca.org.au,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210401000000Z',b'20210630235959Z',0,1620575851.3813157
303,adv.sviluppoturismoitalia.it,,,,,,ZeroSSL RSA Domain Secure Site CA,ZeroSSL,False,b'20210412000000Z',b'20210711235959Z',0,1620575851.7874012
305,*.puntamita.com,Cantiles de Mita SA de CV,MX,,,,GeoTrust RSA CA 2018,DigiCert Inc,False,b'20200930000000Z',b'20211011120000Z',0,1620575852.5386546
306,webdisk.lhardy.com,,,,,,R3,Let's Encrypt,False,b'20210428172704Z',b'20210727172704Z',0,1620575852.8124437
307,smilingdeath.com,,,,,,smilingdeath.com,,True,b'20170928114351Z',b'20180928114351Z',10,1620575853.3478115
308,restaurantwebx.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210407000000Z',b'20210706235959Z',0,1620575853.992462
310,*.fbinaa.org,FBINAA,US,,,,Network Solutions OV Server CA 2,Network Solutions L.L.C.,False,b'20201124000000Z',b'20211225235959Z',0,1620575854.7308345
312,luxfilmfest.lu,,,,,,R3,Let's Encrypt,False,b'20210502104215Z',b'20210731104215Z',0,1620575855.320759
313,*.jino.ru,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210416000000Z',b'20220516235959Z',0,1620575855.5965428
314,*.phone2action.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20190905203656Z',b'20210905203656Z',0,1620575856.0386856
315,dems.votefromabroad.org,,,,,,R3,Let's Encrypt,False,b'20210331170102Z',b'20210629170102Z',0,1620575856.6079826
316,homebox.fr,,,,,,R3,Let's Encrypt,False,b'20210421150410Z',b'20210720150410Z',0,1620575857.424201
317,Bitrix,Bitrix,RU,,,,Bitrix,Bitrix,False,b'20180801081427Z',b'20280729081427Z',18,1620575857.8036447
318,www.christopher-wray.co.jp,,,,,,R3,Let's Encrypt,False,b'20210324081137Z',b'20210622081137Z',0,1620575859.7694526
319,mystylevita.com,,,,,,R3,Let's Encrypt,False,b'20210426092223Z',b'20210725092223Z',0,1620582272.5882897
320,hisvoice.cz,,,,,,R3,Let's Encrypt,False,b'20210326010551Z',b'20210624010551Z',0,1620575861.5463884
322,misc.google.com,Google LLC,US,,,,GTS CA 1O1,Google Trust Services,False,b'20210413101226Z',b'20210706101225Z',0,1620575863.3934875
323,golfresidenceschandigarh.in,,,,,,R3,Let's Encrypt,False,b'20210330053043Z',b'20210628053043Z',0,1620575864.7663317
324,ralphlaurenoutlets.org.uk,,,,,,R3,Let's Encrypt,False,b'20210411042140Z',b'20210710042140Z',0,1620575865.0516944
325,*.cablenet.com.cy,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,False,b'20200529000000Z',b'20220827120000Z',0,1620575865.3118622
326,prepara.com,,,,,,R3,Let's Encrypt,False,b'20210418062413Z',b'20210717062413Z',0,1620575865.4396439
327,innventia.com,,,,,,R3,Let's Encrypt,False,b'20210330091548Z',b'20210628091548Z',0,1620575865.617102
328,spinabifida.us,,,,,,R3,Let's Encrypt,False,b'20210325053407Z',b'20210623053407Z',0,1620575871.2941425
329,*.webspaceconfig.de,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200605000000Z',b'20220902235959Z',0,1620575873.4147384
330,*.sanayesteel.ir,,,,,,R3,Let's Encrypt,False,b'20210415172045Z',b'20210714172045Z',0,1620575873.7056656
331,www.123-reg-new-domain.co.uk,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20200604173128Z',b'20220604173128Z',0,1620580049.9980624
332,mwatelescope.org,,,,,,R3,Let's Encrypt,False,b'20210503014852Z',b'20210801014852Z',0,1620575875.2667882
333,landmarklegal.org,,,,,,R3,Let's Encrypt,False,b'20210410190927Z',b'20210709190927Z',0,1620575875.6478615
335,waveform.com,,,,,,R3,Let's Encrypt,False,b'20210502081815Z',b'20210731081815Z',0,1620575877.4185083
336,web20ranker.com,,,,,,R3,Let's Encrypt,False,b'20210312003237Z',b'20210610003237Z',0,1620575878.7725656
338,fredfrith.com,,,,,,R3,Let's Encrypt,True,b'20210108165358Z',b'20210408165358Z',10,1620575880.2328255
339,andrewwbradley.ca,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210429000000Z',b'20210728235959Z',0,1620575880.7630358
342,americanhostasociety.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210420000000Z',b'20210719235959Z',0,1620575882.2960758
343,alsayra.com,,,,,,R3,Let's Encrypt,False,b'20210429024504Z',b'20210728024504Z',0,1620575883.762891
344,delaatbusiness.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210305000000Z',b'20210603235959Z',0,1620575884.0538394
346,iproperty.com,,,,,,Amazon,Amazon,False,b'20200917000000Z',b'20211019000000Z',0,1620575884.9094193
347,www.vinci-construction.fr,,,,,,Gandi Standard SSL CA 2,Gandi,False,b'20210219000000Z',b'20220219235959Z',21,1620575885.2780232
348,millerunion.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210426000000Z',b'20210725235959Z',0,1620575885.703022
350,pactbook.com,,,,,,R3,Let's Encrypt,False,b'20210407091937Z',b'20210706091937Z',0,1620575887.8552082
351,*.gestalt.org,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20201220000000Z',b'20220101235959Z',0,1620575888.6248734
353,premium-contao-themes.com,,,,,,R3,Let's Encrypt,False,b'20210414091714Z',b'20210713091714Z',0,1620575889.157581
354,www.kenei-pharm.com,,,,,,JPRS Domain Validation Authority - G4,"Japan Registry Services Co., Ltd.",False,b'20201102040049Z',b'20211130145959Z',0,1620575890.1711543
356,indiancouple.com,,,,,,R3,Let's Encrypt,False,b'20210412063508Z',b'20210711063508Z',0,1620575890.8458579
357,weirder.earth,,,,,,R3,Let's Encrypt,False,b'20210421052601Z',b'20210720052601Z',0,1620575891.4084077
358,merchandisepassport.training,,,,,,R3,Let's Encrypt,False,b'20210410195104Z',b'20210709195104Z',0,1620575892.110265
359,*.bonjourhk.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20201019065744Z',b'20211120065744Z',0,1620575892.3477566
360,epicbrewing.com,,,,,,R3,Let's Encrypt,False,b'20210328174228Z',b'20210626174228Z',0,1620575892.8129177
363,*.hgea.org,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210212000000Z',b'20220315235959Z',0,1620575893.9161754
364,forteressechinon.fr,,,,,,R3,Let's Encrypt,False,b'20210314195339Z',b'20210612195339Z',0,1620575894.2357726
365,microsoft.com.au,,,,,,Microsoft RSA TLS CA 01,Microsoft Corporation,False,b'20210129023522Z',b'20220129023522Z',0,1620579105.6932805
366,productiongrower.com,,,,,,R3,Let's Encrypt,False,b'20210406191412Z',b'20210705191412Z',0,1620575895.3736057
367,tls.automattic.com,,,,,,R3,Let's Encrypt,False,b'20210504165712Z',b'20210802165712Z',0,1620575895.481391
368,*.tamtrongroup.com,,,,,,R3,Let's Encrypt,False,b'20210409030946Z',b'20210708030946Z',0,1620575897.9556422
369,cpcalendars.wfuna.org,,,,,,R3,Let's Encrypt,False,b'20210501133748Z',b'20210730133748Z',0,1620575898.3591752
371,tampabluepages.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200925000000Z',b'20210925235959Z',0,1620575900.2755656
372,hotelmarketing35.fr,,,,,,R3,Let's Encrypt,False,b'20210411134152Z',b'20210710134152Z',0,1620575900.734177
373,www.cityoflorain.org,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200625000000Z',b'20210625235959Z',0,1620575901.4918206
375,dataprot.net,,,,,,R3,Let's Encrypt,False,b'20210403001742Z',b'20210702001742Z',0,1620575902.7065105
376,thandasafari.co.za,,,,,,R3,Let's Encrypt,False,b'20210330072427Z',b'20210628072427Z',0,1620575903.2884798
377,brolik.com,,,,,,Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",False,b'20210330104312Z',b'20220402200601Z',21,1620575903.870663
378,*.poweredbypros.org,Powered By Pros Inc,US,,,,Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,False,b'20200316000000Z',b'20220316235959Z',0,1620575904.4500134
379,missmountabu.com,,,,,,missmountabu.com,,False,b'20200730065140Z',b'20210730065140Z',18,1620575905.2045162
380,www.presidentresort.jp,,,,,,SecureCore RSA DV CA,SecureCore,False,b'20201021000000Z',b'20211121235959Z',0,1620575906.3591046
381,codecave.org,,,,,,R3,Let's Encrypt,False,b'20210329121612Z',b'20210627121612Z',0,1620575906.5891566
382,buraqservicescompany.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210311000000Z',b'20220311235959Z',0,1620575907.989344
385,otwartezasoby.pl,,PL,,,,Certyfikat SSL,home.pl S.A.,False,b'20190803151849Z',b'20210802151849Z',20,1620575910.976992
386,bergners.com,,,,,,Amazon,Amazon,False,b'20200913000000Z',b'20211013120000Z',0,1620575912.4096155
387,clemessy.com,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,False,b'20190918000000Z',b'20210917120000Z',0,1620575912.6585855
388,www.prettydigitizing.dubaihandymanservice.com,,,,,,R3,Let's Encrypt,False,b'20210410191538Z',b'20210709191538Z',0,1620575913.0258937
389,*.andreas-herdt.de,Andreas Herdt - privat,,,,,*.andreas-herdt.de,Andreas Herdt - privat,True,b'20140219155249Z',b'20190218155249Z',10,1620575913.309051
391,cnle.net,,,,,,R3,Let's Encrypt,False,b'20210309015443Z',b'20210607015443Z',0,1620575913.9077158
392,chanticleer.org,,,,,,R3,Let's Encrypt,False,b'20210329205915Z',b'20210627205915Z',0,1620575914.473286
393,ciaobambino.com,,,,,,R3,Let's Encrypt,False,b'20210418172548Z',b'20210717172548Z',0,1620575915.652638
394,www.proservgh.com,INFOMATECH,US,,,,GeoTrust RSA CA 2018,DigiCert Inc,False,b'20201118000000Z',b'20211117235959Z',0,1620575916.2126267
395,www.heydudeshoes.co.uk,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20201210000000Z',b'20220109235959Z',0,1620575916.449832
396,www.cob.nl,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200220000000Z',b'20220226235959Z',0,1620575916.5947313
397,artsandcollections.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210324000000Z',b'20210622235959Z',0,1620575916.7189963
398,webmail.spinandspell.com,,,,,,R3,Let's Encrypt,False,b'20210312191257Z',b'20210610191257Z',0,1620575917.232908
399,marshallco.org,,,,,,R3,Let's Encrypt,False,b'20210406064928Z',b'20210705064928Z',0,1620575917.8251164
401,umzuege-guenstig.de,,,,,,Encryption Everywhere DV TLS CA - G1,DigiCert Inc,False,b'20210308000000Z',b'20220321235959Z',0,1620575921.207239
404,meccabeauty.co.nz,,,,,,Amazon,Amazon,False,b'20200815000000Z',b'20210914120000Z',0,1620575923.934666
405,businessplanning.us,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210404000000Z',b'20220404235959Z',0,1620575924.354519
407,computeam.nl,,,,,,R3,Let's Encrypt,False,b'20210416062817Z',b'20210715062817Z',21,1620575925.8000915
409,fourminutebooks.com,,,,,,R3,Let's Encrypt,False,b'20210403162536Z',b'20210702162536Z',0,1620575926.209168
410,com-hclnxs003a.srv.combell-ops.net,,,,,,com-hclnxs003a.srv.combell-ops.net,,False,b'20200825142455Z',b'20221128142455Z',18,1620575926.423497
411,aacbooking.com,,,,,,R3,Let's Encrypt,False,b'20210422013907Z',b'20210721013907Z',0,1620575927.6823866
412,expoprint2000.ru,,,,,,R3,Let's Encrypt,False,b'20210503222914Z',b'20210801222914Z',0,1620575928.0319788
413,*.scandinavianbaby.pl,,,,,,Certum Domain Validation CA SHA2,Unizeto Technologies S.A.,False,b'20201113232123Z',b'20211113232123Z',0,1620575930.3276825
414,replicasclothes.com,,,,,,R3,Let's Encrypt,False,b'20210331090312Z',b'20210629090312Z',0,1620575930.662618
415,ostseebad-prerow.de,,,,,,R3,Let's Encrypt,False,b'20210312003941Z',b'20210610003941Z',0,1620575931.035506
416,jetload.net,,,,,,R3,Let's Encrypt,False,b'20210314104710Z',b'20210612104710Z',0,1620575931.2069144
418,*.trstp.lt,,,,,,Amazon,Amazon,False,b'20210403000000Z',b'20220502235959Z',0,1620575931.4927316
419,divaartsdancestudio.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210402000000Z',b'20210701235959Z',0,1620575932.9504066
422,lombard-kolobrzeg.pl,,,,,,R3,Let's Encrypt,False,b'20210324131658Z',b'20210622131658Z',0,1620575934.7263756
423,*.kruksa.pl,,PL,,,,Certum Domain Validation CA SHA2,Unizeto Technologies S.A.,False,b'20200121230000Z',b'20220120230000Z',0,1620575935.0002673
424,citicfunds.com,,,,,,TrustAsia TLS RSA CA,"TrustAsia Technologies, Inc.",False,b'20201109000000Z',b'20211108235959Z',0,1620575936.664355
425,ebme.co.uk,,,,,,R3,Let's Encrypt,False,b'20210412041922Z',b'20210711041922Z',0,1620575936.965526
426,gate21.dk,,,,,,R3,Let's Encrypt,False,b'20210430004857Z',b'20210729004857Z',0,1620575937.2190635
428,donwiss-com.foraging.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",True,b'20180303000000Z',b'20180601235959Z',10,1620582537.2984006
429,fairfieldpubliclibrary.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210423000000Z',b'20210722235959Z',0,1620575939.811609
430,www.steelskies.com,,,,,,R3,Let's Encrypt,False,b'20210325100220Z',b'20210623100220Z',0,1620575941.1029222
431,xn--80aaaafxjcufg4fmd0m.xn--p1ai,,,,,,R3,Let's Encrypt,False,b'20210505150021Z',b'20210803150021Z',0,1620575941.371496
434,*.rategenius.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210125000000Z',b'20220225235959Z',0,1620575943.4561267
436,bernau-bei-berlin.de,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200629000000Z',b'20210720235959Z',0,1620575947.060572
438,*.testmaxprep.com,TestMax Inc.,US,,,,DigiCert SHA2 Secure Server CA,DigiCert Inc,False,b'20200123000000Z',b'20220210120000Z',0,1620575949.6460538
439,*.sreality.cz,,,,,,R3,Let's Encrypt,False,b'20210326070038Z',b'20210624070038Z',0,1620575949.9491324
440,sjerhombus.com,,,,,,R3,Let's Encrypt,False,b'20210404192458Z',b'20210703192458Z',0,1620575950.3614252
441,*.spotforex.ru,,,,,,R3,Let's Encrypt,False,b'20210430060717Z',b'20210729060717Z',0,1620575952.662232
442,Parallels Panel,Parallels,US,,,,Parallels Panel,Parallels,True,b'20140929152607Z',b'20150929152607Z',10,1620575952.9845347
443,www.123ignition.com,,,,,,R3,Let's Encrypt,False,b'20210423070511Z',b'20210722070511Z',0,1620575953.1379955
444,marfeel3.map.fastly.net,"Fastly, Inc.",US,,,,GlobalSign CloudSSL CA - SHA256 - G3,GlobalSign nv-sa,False,b'20210301120113Z',b'20210708174236Z',0,1620575953.3897252
445,basefood.co.jp,,,,,,Amazon,Amazon,False,b'20210501000000Z',b'20220530235959Z',0,1620575955.5030346
447,vrk.lt,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",False,b'20210422000000Z',b'20220421235959Z',0,1620575955.7348468
448,*.bebitus.com,windeln.de SE,DE,,,,GeoTrust TLS RSA CA G1,DigiCert Inc,False,b'20200805000000Z',b'20221104120000Z',0,1620575955.8973799
