,CN,O,C,businessCategory,serialNumber,juristiction,issuer_CN,issuer_O,expired,notBefore,notAfter,verCode,time_collected
362,*.quadientcloud.com,,,,,,R3,Let's Encrypt,0.0,b'20210212083044Z',b'20210513083044Z',0,1620479589.3340845
365,Kubernetes Ingress Controller Fake Certificate,Acme Co,,,,,Kubernetes Ingress Controller Fake Certificate,Acme Co,0.0,b'20210111115230Z',b'20220111115230Z',21,1620479589.7099087
369,webnode.com,,,,,,R3,Let's Encrypt,0.0,b'20210217112351Z',b'20210518112351Z',0,1620479588.961289
370,*.drhinternet.net,,,,,,COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,1.0,b'20150519000000Z',b'20180521235959Z',21,1620479589.6748464
371,www.blog.suitecred.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210302213044Z',b'20210531213044Z',0,1620479589.4926445
372,doguakdenizpolitikadernegi.org,,,,,,doguakdenizpolitikadernegi.org,,1.0,b'20181113071753Z',b'20191113071753Z',10,1620479588.7257733
373,cpcontacts.devsoft.co.in,,,,,,R3,Let's Encrypt,1.0,b'20201220163435Z',b'20210320163435Z',10,1620479588.7738686
379,*.ingress-daribow.easywp.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200915000000Z',b'20210915235959Z',0,1620479589.8423717
380,3aleem.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210330000000Z',b'20210628235959Z',0,1620479588.7232852
386,dijilobi.com,,,,,,R3,Let's Encrypt,0.0,b'20210317174823Z',b'20210615174823Z',0,1620479589.4915602
388,osimpu.xyz,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210413000000Z',b'20210712235959Z',0,1620479589.316252
389,abexports.com,,,,,,Let's Encrypt Authority X3,Let's Encrypt,1.0,b'20190322080021Z',b'20190620080021Z',10,1620479589.5918474
394,bakari.dyalcom.pl,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210309000000Z',b'20210607235959Z',0,1620479588.7072165
398,bbesurg.com.au,,,,,,R3,Let's Encrypt,0.0,b'20210311002151Z',b'20210609002151Z',0,1620479589.4380553
399,*.wordpress.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200812000000Z',b'20221114000000Z',0,1620479588.7299545
400,*.secure-secure.co.uk,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0.0,b'20201202124122Z',b'20220103124122Z',0,1620479589.076609
402,cso.gov.tt,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210315000000Z',b'20210613235959Z',0,1620479588.7950947
403,abpmp.org.pe,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210317000000Z',b'20210615235959Z',0,1620479588.6939554
404,mail.cirmci.com,,,,,,R3,Let's Encrypt,0.0,b'20210320182722Z',b'20210618182722Z',0,1620479588.8598218
405,thepositive.me,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210318000000Z',b'20210616235959Z',0,1620479589.4321947
406,www.verificacaocardbancoitau.com,,,,,,GeoTrust TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,0.0,b'20210331000000Z',b'20210929235959Z',0,1620479588.6325848
408,construction.gov.ph,,,,,,construction.gov.ph,,0.0,b'20210318014952Z',b'20220318014952Z',18,1620479588.8502917
410,*.hori.ro,,,,,,R3,Let's Encrypt,0.0,b'20210312235647Z',b'20210610235647Z',0,1620479588.8552034
415,davidsons.co.in,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20210131000000Z',b'20210501235959Z',0,1620479588.8714275
416,ssl759388.cloudflaressl.com,,,,,,COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,1.0,b'20200408000000Z',b'20201015235959Z',10,1620479589.7266948
420,viglink.com,,,,,,Amazon,Amazon,0.0,b'20201213000000Z',b'20220111235959Z',0,1620479589.4766235
422,technicalconnectionsnj.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20210105000000Z',b'20210405235959Z',10,1620479588.6445632
424,coupviolation.com,,,,,,coupviolation.com,,0.0,b'20210410140144Z',b'20220410140144Z',18,1620479589.0087266
425,2010globalservicesperu.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210329000000Z',b'20210627235959Z',0,1620479589.548084
426,*.rocket-trader.ir,,,,,,R3,Let's Encrypt,0.0,b'20210223062936Z',b'20210524062936Z',0,1620479588.9284809
427,mail.seek4trip.com,,,,,,R3,Let's Encrypt,0.0,b'20210413230057Z',b'20210712230057Z',0,1620479589.3940568
430,gukm1007.siteground.biz,,,,,,R3,Let's Encrypt,1.0,b'20210208074757Z',b'20210509074757Z',0,1620479589.203934
433,*.invalid.domain,Basekit Ltd,GB,,,,*.invalid.domain,Basekit Ltd,0.0,b'20161122114619Z',b'20440409114619Z',18,1620479589.3053393
435,1118925583.rohost.com,,,,,,R3,Let's Encrypt,0.0,b'20210307005034Z',b'20210605005034Z',0,1620479589.0750287
437,ricardoarriazavega.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210304000000Z',b'20210602235959Z',0,1620479588.7689302
447,vandagriffmonuments.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210306000000Z',b'20210604235959Z',0,1620479588.8477838
448,acco.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20210207000000Z',b'20210508235959Z',0,1620479589.7795517
450,feelgreatcleveland.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200521000000Z',b'20210521235959Z',0,1620479588.89046
451,libadesign.co.uk,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210322000000Z',b'20210620235959Z',0,1620479588.6974423
454,l2l.bar,,,,,,R3,Let's Encrypt,0.0,b'20210315205214Z',b'20210613205214Z',0,1620479589.0793557
457,aasmsb.com.my,,,,,,R3,Let's Encrypt,1.0,b'20210125145318Z',b'20210425145318Z',0,1620479588.992912
460,*.cloudaccess.net,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,0.0,b'20190903000000Z',b'20211002120000Z',0,1620479589.1214454
462,wincanworld.com,,,,,,wincanworld.com,,0.0,b'20210204105740Z',b'20220204105740Z',18,1620479589.0550282
468,*.webapps.net,Register.it S.p.A.,IT,,,,Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0.0,b'20200107000000Z',b'20220115235959Z',0,1620479589.8469462
472,*.1affclub.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200924000000Z',b'20210924235959Z',0,1620479589.5589836
473,apartman.moderatus.hr,,,,,,R3,Let's Encrypt,0.0,b'20210327235936Z',b'20210625235936Z',0,1620479588.6669269
474,nickdeez.com,,,,,,nickdeez.com,,1.0,b'20180627221400Z',b'20190627221400Z',10,1620479588.697977
475,*.execute-api.eu-west-1.amazonaws.com,,,,,,Amazon,Amazon,0.0,b'20200829000000Z',b'20210928120000Z',0,1620479589.7935932
479,abigailmerson.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20170204000000Z',b'20170505235959Z',10,1620479589.5434458
481,anun.mn,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20201115000000Z',b'20210213235959Z',10,1620479589.2246814
483,rekteun-jp.fs-fj.com,,,,,,R3,Let's Encrypt,0.0,b'20210415021157Z',b'20210714021157Z',0,1620479589.1060517
484,blue105.dnsmisitio.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20200806000000Z',b'20210806235959Z',0,1620479589.3479168
485,*.facebook.com,"Facebook, Inc.",US,,,,DigiCert SHA2 High Assurance Server CA,DigiCert Inc,0.0,b'20210406000000Z',b'20210703235959Z',0,1620479589.785009
490,*.prod.phx3.secureserver.net,,,,,,Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",0.0,b'20200114185622Z',b'20220114185622Z',0,1620479588.7602134
491,panel01.tuespacioenlared.com.mx,,,,,,R3,Let's Encrypt,0.0,b'20210223052233Z',b'20210524052233Z',0,1620479588.7360697
493,web07.bero-host.de,,,,,,R3,Let's Encrypt,0.0,b'20210329174210Z',b'20210627174210Z',0,1620479588.8258052
494,*.netlify.com,"Netlify, Inc",US,,,,DigiCert SHA2 Secure Server CA,DigiCert Inc,0.0,b'20200615000000Z',b'20210803120000Z',0,1620479588.9632604
499,academia.cloudsis.com.br,,,,,,Let's Encrypt Authority X3,Let's Encrypt,1.0,b'20201017220012Z',b'20210115220012Z',10,1620479589.8021286
502,webmail.abarthms.com,,,,,,R3,Let's Encrypt,0.0,b'20210305093906Z',b'20210603093906Z',0,1620479589.3998802
508,alporges.com.br,,,,,,alporges.com.br,,0.0,b'20200708203150Z',b'20210708203150Z',18,1620479589.1656072
510,saifglobalsports.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210402000000Z',b'20210701235959Z',0,1620479589.7230241
515,giowm1086.siteground.biz,,,,,,R3,Let's Encrypt,0.0,b'20210306074805Z',b'20210604074805Z',0,1620479589.7423382
516,simplerouletteprofit.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210318000000Z',b'20210616235959Z',0,1620479589.052765
521,wecarefromtheheart.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20190907000000Z',b'20191206235959Z',10,1620479588.8430538
523,*.srvpanel.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20191209000000Z',b'20211208235959Z',0,1620479589.8572695
524,*.caspio.com,,,,,,Amazon,Amazon,0.0,b'20201203000000Z',b'20220101235959Z',0,1620479589.1510046
530,avancewebs.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210212000000Z',b'20210513235959Z',0,1620479589.6632853
531,*.eb-page.com,,,,,,AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,0.0,b'20210302173451Z',b'20220403173451Z',0,1620479588.7507532
533,abaassociate.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210404000000Z',b'20210703235959Z',0,1620479589.4018338
538,social-logistics.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210401000000Z',b'20210630235959Z',0,1620479589.8335977
541,acecceara.com.br,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210401000000Z',b'20210630235959Z',0,1620479589.5274823
550,*.godaddysites.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0.0,b'20200714174741Z',b'20220714174741Z',0,1620479589.5849977
552,bytehell.com,,,,,,TrustAsia TLS RSA CA,"TrustAsia Technologies, Inc.",0.0,b'20201227000000Z',b'20211226235959Z',0,1620479588.7294018
554,*.comments.app,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0.0,b'20190527172423Z',b'20210527172423Z',0,1620479589.2793508
556,*.s3.eu-gb.cloud-object-storage.appdomain.cloud,International Business Machines Corporation,US,,,,DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0.0,b'20201123000000Z',b'20211213235959Z',0,1620479589.6191301
557,fcuk.ninja,,,,,,fcuk.ninja,,0.0,b'20210411193257Z',b'20220411193257Z',18,1620479589.2440822
558,Xochicalco,SomeOrganization,--,,,,Xochicalco,SomeOrganization,1.0,b'20181114193524Z',b'20191114193524Z',21,1620479589.8030984
559,24newsarm.ru,,,,,,R3,Let's Encrypt,0.0,b'20210407141609Z',b'20210706141609Z',0,1620479589.3080068
562,mail.smart2host.com,,,,,,R3,Let's Encrypt,0.0,b'20210323155509Z',b'20210621155509Z',0,1620479589.8402689
563,andersonstrategic.com.au,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210406000000Z',b'20210705235959Z',0,1620479588.7658105
565,mychasesuppot.ddns.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210413000000Z',b'20210712235959Z',0,1620479589.7116108
567,www.naturalav.com,,,,,,R3,Let's Encrypt,0.0,b'20210321044058Z',b'20210619044058Z',0,1620479588.8606794
573,ansri.in,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210404000000Z',b'20210703235959Z',0,1620479589.2650595
574,*.goserver.host,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20190905000000Z',b'20211203235959Z',0,1620479589.7327104
579,bks.tv,,,,,,R3,Let's Encrypt,0.0,b'20210219095641Z',b'20210520095641Z',0,1620479588.8328347
580,*.retraiteenaction.ca,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201217000000Z',b'20220117235959Z',0,1620479589.5981343
582,*.timeweb.ru,TimeWeb Company Limited,RU,,,,Thawte RSA CA 2018,DigiCert Inc,0.0,b'20200512000000Z',b'20210711120000Z',0,1620479589.0658617
583,gabardo.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210326000000Z',b'20210624235959Z',0,1620479589.273167
587,*.mysofthof.com,,,,,,R3,Let's Encrypt,0.0,b'20210302171830Z',b'20210531171830Z',0,1620479589.5295036
589,val-gardena.net,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20190808000000Z',b'20210807235959Z',0,1620479589.4775066
591,*.4everproxy.com,,,,,,R3,Let's Encrypt,0.0,b'20210407085431Z',b'20210706085431Z',0,1620479589.2586496
593,secure-service-gateway.com,,,,,,Amazon,Amazon,0.0,b'20201008000000Z',b'20211107120000Z',0,1620479589.7473676
595,server107.greatnet.de,,,,,,R3,Let's Encrypt,0.0,b'20210330214949Z',b'20210628214949Z',0,1620479589.2712653
599,*.sourceaudio.com,,,,,,R3,Let's Encrypt,0.0,b'20210321230156Z',b'20210619230156Z',0,1620479588.73366
601,*.abotaberak.com,,,,,,Let's Encrypt Authority X3,Let's Encrypt,1.0,b'20200822013610Z',b'20201120013610Z',10,1620479589.8052056
603,cpl82.hosting24.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210225000000Z',b'20220225235959Z',0,1620479589.0972342
604,*.mfs.gg,,,,,,Amazon,Amazon,0.0,b'20210209000000Z',b'20220310235959Z',0,1620479588.9648123
607,pandaform.com,,,,,,R3,Let's Encrypt,0.0,b'20210309084540Z',b'20210607084540Z',0,1620479589.1661654
611,*.ahlusunna.ps,,,,,,R3,Let's Encrypt,0.0,b'20210222012635Z',b'20210523012635Z',0,1620479589.7764947
612,irainier.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210209000000Z',b'20210510235959Z',0,1620479588.9240155
619,app.getflywheel.com,FLYWHEEL,US,,,,Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0.0,b'20200918000000Z',b'20211018235959Z',0,1620479588.896101
624,ru.the-ly.com,,,,,,R3,Let's Encrypt,0.0,b'20210315135041Z',b'20210613135041Z',0,1620479589.8365402
626,*.netdominios.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210302001931Z',b'20210531001931Z',0,1620479589.535106
630,webdisk.servercnfhost.com,,,,,,R3,Let's Encrypt,0.0,b'20210311124615Z',b'20210609124615Z',0,1620479589.531772
633,10ans.reseau-entreprendre-paris.fr,,,,,,R3,Let's Encrypt,0.0,b'20210222223018Z',b'20210523223018Z',0,1620479589.767979
636,www.malukutenggarakab.go.id,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210304000000Z',b'20220304235959Z',0,1620479589.4361079
640,poppleton.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210414000000Z',b'20210713235959Z',0,1620479589.8594055
642,awcp036.cpanel.au.com,,,,,,awcp036.cpanel.au.com,,1.0,b'20190912011512Z',b'20200911011512Z',10,1620479588.887178
644,miarroba.com,,,,,,R3,Let's Encrypt,0.0,b'20210302083008Z',b'20210531083008Z',0,1620479589.822598
646,*.hosting-services.net.au,VentraIP Group (Australia) Pty Ltd,AU,,,,"Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",1.0,b'20150318214808Z',b'20171028034808Z',10,1620479589.1421218
647,*.zixcentral.com,"ZixCorp Systems, Inc.",US,,,,Entrust Certification Authority - L1K,"Entrust, Inc.",0.0,b'20210304221555Z',b'20220304221555Z',0,1620479588.8514292
648,hostsilo.com,,,,,,R3,Let's Encrypt,0.0,b'20210315093221Z',b'20210613093221Z',0,1620479589.6292603
651,mail.clientenrollmentmachine.com,,,,,,R3,Let's Encrypt,0.0,b'20210326031835Z',b'20210624031835Z',0,1620479589.4672546
653,suspended.lwspanel.com,,,,,,R3,Let's Encrypt,0.0,b'20210226082956Z',b'20210527082956Z',0,1620479589.0655425
654,*.webd.pl,,,,,,Certum Domain Validation CA SHA2,Unizeto Technologies S.A.,0.0,b'20200630072210Z',b'20220630072210Z',0,1620479589.5610244
655,consulthip.biz,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210309000000Z',b'20210607235959Z',0,1620479588.901289
656,www.event.aabracu.net,,,,,,R3,Let's Encrypt,0.0,b'20210409222611Z',b'20210708222611Z',0,1620479589.5013902
657,*.nitrado.net,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210323000000Z',b'20220323235959Z',0,1620479588.6960723
660,01-branding.com,,,,,,R3,Let's Encrypt,0.0,b'20210324173725Z',b'20210622173725Z',0,1620479589.679132
661,panel.cakebox.in,,,,,,R3,Let's Encrypt,0.0,b'20210324172342Z',b'20210622172342Z',None,1620479589.2432563
665,frost.com,,,,,,frost.com,,0.0,b'20210406222307Z',b'20220406222307Z',18,1620479589.6453686
666,astronomia.acaciolobo.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210322000000Z',b'20210620235959Z',0,1620479589.5740705
669,dthep.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210404000000Z',b'20210703235959Z',0,1620479588.7194233
670,quip.com,,,,,,Amazon,Amazon,0.0,b'20210401000000Z',b'20220430235959Z',0,1620479589.4842277
672,o329anfd.com,,,,,,R3,Let's Encrypt,0.0,b'20210321114535Z',b'20210619114535Z',0,1620479588.9149506
677,tiria.fr,,,,,,R3,Let's Encrypt,1.0,b'20210202091243Z',b'20210503091243Z',0,1620479589.6673996
680,alexnoghreh.com,,,,,,R3,Let's Encrypt,0.0,b'20210324193813Z',b'20210622193813Z',0,1620479589.418011
681,vps.zewiagroup.com,,,,,,R3,Let's Encrypt,0.0,b'20210326175211Z',b'20210624175211Z',0,1620479588.6223998
684,japan-check-version-amazon.aoi8.top,,,,,,R3,Let's Encrypt,0.0,b'20210412163915Z',b'20210711163915Z',0,1620479588.9573848
687,intervenweb.com,,,,,,R3,Let's Encrypt,0.0,b'20210331012631Z',b'20210629012631Z',0,1620479589.5489142
690,www.mufg-card.vkllmlz.cn,,,,,,R3,Let's Encrypt,0.0,b'20210415003758Z',b'20210714003758Z',0,1620479588.8565843
693,*.coopertino.ru,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201123000000Z',b'20211224235959Z',0,1620479589.0916657
695,smeriot-phishing-web,,,,,,smeriot-phishing-web,,0.0,b'20201109145710Z',b'20301107145710Z',18,1620479589.4435735
696,github.com,"GitHub, Inc.",US,,,,DigiCert High Assurance TLS Hybrid ECC SHA256 2020 CA1,"DigiCert, Inc.",0.0,b'20210325000000Z',b'20220330235959Z',0,1620479589.582599
700,b.velvet.by,,,,,,Let's Encrypt Authority X3,Let's Encrypt,1.0,b'20200120122655Z',b'20200419122655Z',10,1620479589.1699984
702,*.stasto.eu,,,,,,GeoTrust TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,0.0,b'20201025000000Z',b'20211029235959Z',0,1620479589.0227787
706,s2c006.xyz,,,,,,s2c006.xyz,,0.0,b'20200806013933Z',b'20210806013933Z',18,1620479589.2090476
720,amazon.mpratl.com,,,,,,R3,Let's Encrypt,0.0,b'20210414135246Z',b'20210713135246Z',0,1620479589.7242193
721,rakutan.jp.chieakc.cn,,,,,,R3,Let's Encrypt,0.0,b'20210410154002Z',b'20210709154002Z',0,1620479589.4553483
722,pastelink.net,,,,,,R3,Let's Encrypt,0.0,b'20210306220146Z',b'20210604220146Z',0,1620479589.5280833
723,*.depilaya.co,,,,,,R3,Let's Encrypt,0.0,b'20210413011136Z',b'20210712011136Z',0,1620479589.565025
725,*.accountservergroup.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20190828000000Z',b'20211129000000Z',0,1620479588.8857415
726,develgroup.com,,,,,,Let's Encrypt Authority X3,Let's Encrypt,1.0,b'20180803025425Z',b'20181101025425Z',10,1620479588.6944792
727,*.njea.org,New Jersey Education Association,US,,,,Entrust Certification Authority - L1K,"Entrust, Inc.",0.0,b'20200508155421Z',b'20220807162421Z',0,1620479588.8399346
729,*.gitlab.io,,,,,,AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,0.0,b'20210106150648Z',b'20220120075959Z',0,1620479589.118294
730,lumpsumcommissions.com,,,,,,PositiveSSL CA 2,COMODO CA Limited,1.0,b'20130425000000Z',b'20140425235959Z',10,1620479589.417745
735,*.draanafigueira.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210227085648Z',b'20210528085648Z',0,1620479589.3919342
740,abbdealer.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210320000000Z',b'20210618235959Z',0,1620479589.4941418
742,*.neodigit.net,,,,,,Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200601000000Z',b'20210613235959Z',0,1620479589.2151196
745,*.adamant.ua,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200825000000Z',b'20210825235959Z',21,1620479589.0798554
748,abali.net,,,,,,R3,Let's Encrypt,0.0,b'20210306043345Z',b'20210604043345Z',0,1620479589.3392286
749,infomaps.in,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210317000000Z',b'20210615235959Z',0,1620479589.8586
751,peritoinformaticoforense.co,,,,,,R3,Let's Encrypt,0.0,b'20210329153540Z',b'20210627153540Z',0,1620479589.3645687
754,marryingmaggie.co,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210404000000Z',b'20210703235959Z',0,1620479589.4044626
759,*.aaxaxl.com,,,,,,R3,Let's Encrypt,1.0,b'20210120164622Z',b'20210420164622Z',0,1620479589.4004118
762,sonaltadigi.biz,,,,,,R3,Let's Encrypt,0.0,b'20210414150315Z',b'20210713150315Z',0,1620479589.2837846
766,*.au.syrahost.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200526000000Z',b'20220526235959Z',0,1620479588.7036333
769,aurora.citrahost.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210302000000Z',b'20220302235959Z',0,1620479589.677997
770,*.tarhely.eu,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200521000000Z',b'20220823000000Z',0,1620479589.5731897
772,ssl1015183.cloudflaressl.com,,,,,,COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,0.0,b'20210407000000Z',b'20211014235959Z',0,1620479589.3177161
